problem_id,iteration,field,file_source,adding_knowledge,example_testing,uncertainty_estimation,backtracking
2024-II-4,1,summary,results_behavior_analysis_20250506_201535,0,0,0,0
2024-II-5,1,summary,results_behavior_analysis_20250506_201535,4,0,0,1
2024-II-6,1,summary,results_behavior_analysis_20250506_201535,3,0,0,0
2024-II-7,1,summary,results_behavior_analysis_20250506_201535,0,0,0,0
2024-II-8,1,summary,results_behavior_analysis_20250506_201535,3,0,0,0
2024-II-9,1,summary,results_behavior_analysis_20250506_201535,5,0,2,2
21,1,summary,results_behavior_analysis_20250506_201535,5,0,1,0
22,1,summary,results_behavior_analysis_20250506_201535,4,0,0,0
23,1,summary,results_behavior_analysis_20250506_201535,5,0,0,0
24,1,summary,results_behavior_analysis_20250506_201535,4,0,0,0
25,1,summary,results_behavior_analysis_20250506_201535,4,0,0,1
26,1,summary,results_behavior_analysis_20250506_201535,3,0,0,0
27,1,summary,results_behavior_analysis_20250506_201535,0,1,0,0
28,1,summary,results_behavior_analysis_20250506_201535,4,0,0,0
29,1,summary,results_behavior_analysis_20250506_201535,4,0,2,1
3,1,summary,results_behavior_analysis_20250506_201535,4,0,0,0
4,1,summary,results_behavior_analysis_20250506_201535,4,0,0,0
5,1,summary,results_behavior_analysis_20250506_201535,0,0,0,0
6,1,summary,results_behavior_analysis_20250506_201535,5,0,0,0
7,1,summary,results_behavior_analysis_20250506_201535,4,0,0,0
8,1,summary,results_behavior_analysis_20250506_201535,7,0,0,0
9,1,summary,results_behavior_analysis_20250506_201535,9,1,0,4
0,2,summary,results_behavior_analysis_20250506_205415,3,0,0,0
0,3,summary,results_behavior_analysis_20250506_205415,3,0,0,0
1,2,summary,results_behavior_analysis_20250506_205415,1,0,0,0
1,3,summary,results_behavior_analysis_20250506_205415,0,0,0,0
10,2,summary,results_behavior_analysis_20250506_205415,4,0,1,2
10,3,summary,results_behavior_analysis_20250506_205415,4,0,0,1
11,2,summary,results_behavior_analysis_20250506_205415,6,0,0,0
11,3,summary,results_behavior_analysis_20250506_205415,4,0,0,1
12,2,summary,results_behavior_analysis_20250506_205415,1,2,0,0
12,3,summary,results_behavior_analysis_20250506_205415,6,1,0,0
13,2,summary,results_behavior_analysis_20250506_205415,3,0,0,0
13,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
14,2,summary,results_behavior_analysis_20250506_205415,3,3,0,0
14,3,summary,results_behavior_analysis_20250506_205415,4,0,0,1
15,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
15,3,summary,results_behavior_analysis_20250506_205415,3,0,0,0
16,2,summary,results_behavior_analysis_20250506_205415,1,0,0,0
16,3,summary,results_behavior_analysis_20250506_205415,2,0,0,0
17,2,summary,results_behavior_analysis_20250506_205415,0,0,0,0
17,3,summary,results_behavior_analysis_20250506_205415,6,0,0,0
18,2,summary,results_behavior_analysis_20250506_205415,5,0,0,0
18,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
19,2,summary,results_behavior_analysis_20250506_205415,3,0,2,1
19,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2,3,summary,results_behavior_analysis_20250506_205415,6,6,0,1
20,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
20,3,summary,results_behavior_analysis_20250506_205415,6,0,0,0
2024-I-1,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-I-1,3,summary,results_behavior_analysis_20250506_205415,6,0,0,0
2024-I-10,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-I-10,3,summary,results_behavior_analysis_20250506_205415,2,0,0,0
2024-I-11,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-I-11,3,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-I-12,2,summary,results_behavior_analysis_20250506_205415,5,0,1,0
2024-I-12,3,summary,results_behavior_analysis_20250506_205415,5,0,1,0
2024-I-13,2,summary,results_behavior_analysis_20250506_205415,4,2,0,1
2024-I-13,3,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-I-14,2,summary,results_behavior_analysis_20250506_205415,6,0,0,0
2024-I-14,3,summary,results_behavior_analysis_20250506_205415,4,0,3,0
2024-I-15,2,summary,results_behavior_analysis_20250506_205415,6,3,0,2
2024-I-15,3,summary,results_behavior_analysis_20250506_205415,4,2,0,0
2024-I-2,2,summary,results_behavior_analysis_20250506_205415,0,0,0,0
2024-I-2,3,summary,results_behavior_analysis_20250506_205415,1,0,0,0
2024-I-3,2,summary,results_behavior_analysis_20250506_205415,5,1,0,0
2024-I-3,3,summary,results_behavior_analysis_20250506_205415,3,1,0,0
2024-I-4,2,summary,results_behavior_analysis_20250506_205415,0,0,0,0
2024-I-4,3,summary,results_behavior_analysis_20250506_205415,3,0,0,0
2024-I-5,2,summary,results_behavior_analysis_20250506_205415,1,0,0,0
2024-I-5,3,summary,results_behavior_analysis_20250506_205415,3,0,0,1
2024-I-6,2,summary,results_behavior_analysis_20250506_205415,2,1,1,0
2024-I-6,3,summary,results_behavior_analysis_20250506_205415,5,1,0,0
2024-I-7,2,summary,results_behavior_analysis_20250506_205415,3,0,0,0
2024-I-7,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-I-8,2,summary,results_behavior_analysis_20250506_205415,0,0,0,3
2024-I-8,3,summary,results_behavior_analysis_20250506_205415,1,0,0,0
2024-I-9,2,summary,results_behavior_analysis_20250506_205415,3,0,0,0
2024-I-9,3,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-II-1,2,summary,results_behavior_analysis_20250506_205415,0,0,0,0
2024-II-1,3,summary,results_behavior_analysis_20250506_205415,0,0,0,0
2024-II-10,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-II-10,3,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-II-11,2,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-II-11,3,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-II-12,2,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-II-12,3,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-II-13,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-II-13,3,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-II-14,2,summary,results_behavior_analysis_20250506_205415,7,0,0,0
2024-II-14,3,summary,results_behavior_analysis_20250506_205415,7,1,0,0
2024-II-15,2,summary,results_behavior_analysis_20250506_205415,3,0,3,2
2024-II-15,3,summary,results_behavior_analysis_20250506_205415,2,0,0,2
2024-II-2,2,summary,results_behavior_analysis_20250506_205415,5,2,0,0
2024-II-2,3,summary,results_behavior_analysis_20250506_205415,6,3,1,0
2024-II-3,2,summary,results_behavior_analysis_20250506_205415,5,0,0,0
2024-II-3,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-II-4,2,summary,results_behavior_analysis_20250506_205415,0,0,0,0
2024-II-4,3,summary,results_behavior_analysis_20250506_205415,0,0,0,0
2024-II-5,2,summary,results_behavior_analysis_20250506_205415,2,0,0,0
2024-II-5,3,summary,results_behavior_analysis_20250506_205415,3,1,0,0
2024-II-6,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-II-6,3,summary,results_behavior_analysis_20250506_205415,3,0,0,0
2024-II-7,2,summary,results_behavior_analysis_20250506_205415,3,0,0,0
2024-II-7,3,summary,results_behavior_analysis_20250506_205415,0,0,0,0
2024-II-8,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
2024-II-8,3,summary,results_behavior_analysis_20250506_205415,3,0,0,0
2024-II-9,2,summary,results_behavior_analysis_20250506_205415,5,0,1,0
2024-II-9,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
21,2,summary,results_behavior_analysis_20250506_205415,2,0,1,1
21,3,summary,results_behavior_analysis_20250506_205415,4,0,1,1
22,2,summary,results_behavior_analysis_20250506_205415,5,0,0,0
22,3,summary,results_behavior_analysis_20250506_205415,5,0,0,0
23,2,summary,results_behavior_analysis_20250506_205415,6,0,0,0
23,3,summary,results_behavior_analysis_20250506_205415,8,0,0,0
24,2,summary,results_behavior_analysis_20250506_205415,5,0,0,0
24,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
25,2,summary,results_behavior_analysis_20250506_205415,4,0,1,3
25,3,summary,results_behavior_analysis_20250506_205415,5,0,2,2
26,2,summary,results_behavior_analysis_20250506_205415,1,0,0,0
26,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
27,2,summary,results_behavior_analysis_20250506_205415,5,1,0,0
27,3,summary,results_behavior_analysis_20250506_205415,7,0,0,1
28,2,summary,results_behavior_analysis_20250506_205415,3,0,0,3
28,3,summary,results_behavior_analysis_20250506_205415,3,0,0,0
29,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
29,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
3,2,summary,results_behavior_analysis_20250506_205415,5,0,0,0
3,3,summary,results_behavior_analysis_20250506_205415,3,0,0,0
4,2,summary,results_behavior_analysis_20250506_205415,3,0,0,1
4,3,summary,results_behavior_analysis_20250506_205415,6,0,0,0
5,2,summary,results_behavior_analysis_20250506_205415,6,0,0,0
5,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
6,2,summary,results_behavior_analysis_20250506_205415,4,0,0,0
6,3,summary,results_behavior_analysis_20250506_205415,3,0,0,1
7,2,summary,results_behavior_analysis_20250506_205415,5,0,0,0
7,3,summary,results_behavior_analysis_20250506_205415,4,0,0,0
8,2,summary,results_behavior_analysis_20250506_205415,6,0,0,0
8,3,summary,results_behavior_analysis_20250506_205415,9,0,0,0
9,2,summary,results_behavior_analysis_20250506_205415,3,0,4,4
9,3,summary,results_behavior_analysis_20250506_205415,5,1,0,1
