problem_id,iteration,field,file_source,adding_knowledge,example_testing,uncertainty_estimation,backtracking
2,1,reasoning,reasoning_all,12,0,0,4
2,2,reasoning,reasoning_all,6,0,0,4
2,3,reasoning,reasoning_all,12,0,0,0
2,4,reasoning,reasoning_all,8,6,14,6
20,1,reasoning,reasoning_all,10,0,0,1
20,2,reasoning,reasoning_all,5,0,6,3
20,3,reasoning,reasoning_all,7,0,10,4
20,4,reasoning,reasoning_all,7,0,0,0
2024-I-1,1,reasoning,reasoning_all,4,0,6,1
2024-I-1,2,reasoning,reasoning_all,7,0,5,1
2024-I-1,3,reasoning,reasoning_all,6,0,0,1
2024-I-1,4,reasoning,reasoning_all,4,0,0,0
2024-I-10,1,reasoning,reasoning_all,0,0,0,1
2024-I-10,2,reasoning,reasoning_all,7,0,0,2
2024-I-10,3,reasoning,reasoning_all,10,0,9,5
2024-I-10,4,reasoning,reasoning_all,5,0,0,2
2024-I-11,1,reasoning,reasoning_all,5,0,2,5
2024-I-11,2,reasoning,reasoning_all,6,0,20,6
2024-I-11,3,reasoning,reasoning_all,10,4,0,7
2024-I-11,4,reasoning,reasoning_all,4,0,0,4
2024-I-12,1,reasoning,reasoning_all,12,0,0,8
2024-I-12,2,reasoning,reasoning_all,12,0,0,0
2024-I-12,3,reasoning,reasoning_all,0,0,0,0
2024-I-12,4,reasoning,reasoning_all,12,0,0,0
2024-I-13,1,reasoning,reasoning_all,4,0,15,0
2024-I-13,2,reasoning,reasoning_all,4,2,3,3
2024-I-13,3,reasoning,reasoning_all,5,2,4,3
2024-I-13,4,reasoning,reasoning_all,4,2,4,1
2024-I-14,1,reasoning,reasoning_all,7,0,29,5
2024-I-14,2,reasoning,reasoning_all,6,0,3,3
2024-I-14,3,reasoning,reasoning_all,4,0,33,7
2024-I-14,4,reasoning,reasoning_all,7,0,2,5
2024-I-15,1,reasoning,reasoning_all,8,2,15,4
2024-I-15,2,reasoning,reasoning_all,0,0,10,0
2024-I-15,3,reasoning,reasoning_all,4,4,0,3
2024-I-15,4,reasoning,reasoning_all,8,6,10,7
2024-I-2,1,reasoning,reasoning_all,4,0,8,2
2024-I-2,2,reasoning,reasoning_all,3,0,4,0
2024-I-2,3,reasoning,reasoning_all,3,0,7,1
2024-I-2,4,reasoning,reasoning_all,7,2,11,0
2024-I-3,1,reasoning,reasoning_all,4,5,7,3
2024-I-3,2,reasoning,reasoning_all,4,3,0,2
2024-I-3,3,reasoning,reasoning_all,3,10,10,0
2024-I-3,4,reasoning,reasoning_all,3,1,5,1
2024-I-4,1,reasoning,reasoning_all,3,0,1,2
2024-I-4,2,reasoning,reasoning_all,5,0,1,2
2024-I-4,3,reasoning,reasoning_all,5,0,1,1
2024-I-4,4,reasoning,reasoning_all,6,0,0,0
2024-I-5,1,reasoning,reasoning_all,0,0,0,0
2024-I-5,2,reasoning,reasoning_all,6,0,8,5
2024-I-5,3,reasoning,reasoning_all,0,0,12,3
2024-I-5,4,reasoning,reasoning_all,0,0,0,0
2024-I-6,1,reasoning,reasoning_all,6,1,8,1
2024-I-6,2,reasoning,reasoning_all,4,1,2,0
2024-I-6,3,reasoning,reasoning_all,3,1,5,2
2024-I-6,4,reasoning,reasoning_all,5,1,15,4
2024-I-7,1,reasoning,reasoning_all,6,0,8,2
2024-I-7,2,reasoning,reasoning_all,7,0,8,0
2024-I-7,3,reasoning,reasoning_all,4,0,0,0
2024-I-7,4,reasoning,reasoning_all,4,0,4,0
2024-I-8,1,reasoning,reasoning_all,0,0,0,4
2024-I-8,2,reasoning,reasoning_all,0,0,0,0
2024-I-8,3,reasoning,reasoning_all,4,0,0,4
2024-I-8,4,reasoning,reasoning_all,6,0,0,4
2024-I-9,1,reasoning,reasoning_all,8,0,0,3
2024-I-9,2,reasoning,reasoning_all,7,0,0,0
2024-I-9,3,reasoning,reasoning_all,8,0,0,4
2024-I-9,4,reasoning,reasoning_all,3,0,0,2
2024-II-1,1,reasoning,reasoning_all,2,0,5,2
2024-II-1,2,reasoning,reasoning_all,3,0,3,1
2024-II-1,3,reasoning,reasoning_all,1,0,0,0
2024-II-1,4,reasoning,reasoning_all,2,0,1,0
2024-II-10,1,reasoning,reasoning_all,12,0,0,0
2024-II-10,2,reasoning,reasoning_all,10,0,0,5
2024-II-10,3,reasoning,reasoning_all,11,0,0,0
2024-II-10,4,reasoning,reasoning_all,8,0,2,4
2024-II-11,1,reasoning,reasoning_all,4,3,0,0
2024-II-11,2,reasoning,reasoning_all,6,2,0,0
2024-II-11,3,reasoning,reasoning_all,14,0,0,2
2024-II-11,4,reasoning,reasoning_all,7,2,0,0
2024-II-12,1,reasoning,reasoning_all,4,0,4,4
2024-II-12,2,reasoning,reasoning_all,5,4,11,3
2024-II-12,3,reasoning,reasoning_all,4,1,20,4
2024-II-12,4,reasoning,reasoning_all,4,2,0,0
2024-II-13,1,reasoning,reasoning_all,7,0,17,4
2024-II-13,2,reasoning,reasoning_all,7,0,3,3
2024-II-13,3,reasoning,reasoning_all,8,0,5,2
2024-II-13,4,reasoning,reasoning_all,5,0,9,4
2024-II-14,1,reasoning,reasoning_all,0,3,0,0
2024-II-14,2,reasoning,reasoning_all,15,2,7,4
2024-II-14,3,reasoning,reasoning_all,7,1,9,4
2024-II-14,4,reasoning,reasoning_all,6,1,0,0
2024-II-15,1,reasoning,reasoning_all,12,0,4,5
2024-II-15,2,reasoning,reasoning_all,12,0,8,8
2024-II-15,3,reasoning,reasoning_all,10,0,3,3
2024-II-15,4,reasoning,reasoning_all,6,0,10,3
2024-II-2,1,reasoning,reasoning_all,0,3,0,5
2024-II-2,2,reasoning,reasoning_all,6,7,0,4
2024-II-2,3,reasoning,reasoning_all,0,4,0,9
2024-II-2,4,reasoning,reasoning_all,0,6,0,0
2024-II-3,1,reasoning,reasoning_all,5,1,15,3
2024-II-3,2,reasoning,reasoning_all,6,0,0,0
2024-II-3,3,reasoning,reasoning_all,11,2,0,0
2024-II-3,4,reasoning,reasoning_all,4,1,0,1
2024-II-4,1,reasoning,reasoning_all,7,0,4,3
2024-II-4,2,reasoning,reasoning_all,9,0,2,0
2024-II-4,3,reasoning,reasoning_all,5,0,1,0
2024-II-4,4,reasoning,reasoning_all,6,0,0,0
2024-II-5,1,reasoning,reasoning_all,10,1,8,5
2024-II-5,2,reasoning,reasoning_all,10,1,13,4
2024-II-5,3,reasoning,reasoning_all,10,1,3,5
2024-II-5,4,reasoning,reasoning_all,6,3,23,4
2024-II-6,1,reasoning,reasoning_all,5,0,0,0
2024-II-6,2,reasoning,reasoning_all,4,0,8,3
2024-II-6,3,reasoning,reasoning_all,7,0,9,3
2024-II-6,4,reasoning,reasoning_all,7,2,3,1
2024-II-7,1,reasoning,reasoning_all,3,2,20,5
2024-II-7,2,reasoning,reasoning_all,4,21,0,5
2024-II-7,3,reasoning,reasoning_all,5,2,0,2
2024-II-7,4,reasoning,reasoning_all,9,8,0,3
2024-II-8,1,reasoning,reasoning_all,9,0,11,5
2024-II-8,2,reasoning,reasoning_all,5,0,0,4
2024-II-8,3,reasoning,reasoning_all,4,0,0,5
2024-II-8,4,reasoning,reasoning_all,12,0,6,5
2024-II-9,1,reasoning,reasoning_all,7,0,0,10
2024-II-9,2,reasoning,reasoning_all,0,0,0,5
2024-II-9,3,reasoning,reasoning_all,0,0,9,8
2024-II-9,4,reasoning,reasoning_all,5,0,10,6
21,1,reasoning,reasoning_all,0,0,0,0
21,2,reasoning,reasoning_all,2,0,1,3
21,3,reasoning,reasoning_all,5,0,0,0
21,4,reasoning,reasoning_all,7,0,10,1
22,1,reasoning,reasoning_all,17,10,16,6
22,2,reasoning,reasoning_all,6,6,0,5
22,3,reasoning,reasoning_all,6,8,15,6
22,4,reasoning,reasoning_all,8,11,23,3
23,1,reasoning,reasoning_all,7,0,0,2
23,2,reasoning,reasoning_all,7,0,7,4
23,3,reasoning,reasoning_all,9,0,6,2
23,4,reasoning,reasoning_all,10,0,2,1
24,1,reasoning,reasoning_all,6,0,0,7
24,2,reasoning,reasoning_all,9,0,15,5
24,3,reasoning,reasoning_all,5,1,8,3
24,4,reasoning,reasoning_all,8,0,13,6
25,1,reasoning,reasoning_all,5,0,2,4
25,2,reasoning,reasoning_all,7,4,17,12
25,3,reasoning,reasoning_all,12,0,0,0
25,4,reasoning,reasoning_all,8,0,0,10
26,1,reasoning,reasoning_all,7,0,10,7
26,2,reasoning,reasoning_all,4,0,0,2
26,3,reasoning,reasoning_all,5,0,1,5
26,4,reasoning,reasoning_all,6,0,0,0
27,1,reasoning,reasoning_all,4,4,7,6
27,2,reasoning,reasoning_all,0,1,0,0
27,3,reasoning,reasoning_all,0,0,3,1
27,4,reasoning,reasoning_all,4,1,26,9
28,1,reasoning,reasoning_all,0,0,0,0
28,2,reasoning,reasoning_all,12,1,0,5
28,3,reasoning,reasoning_all,12,0,18,2
28,4,reasoning,reasoning_all,3,0,4,1
29,1,reasoning,reasoning_all,0,0,0,0
29,2,reasoning,reasoning_all,8,0,0,0
29,3,reasoning,reasoning_all,5,0,12,4
29,4,reasoning,reasoning_all,4,0,11,5
3,1,reasoning,reasoning_all,5,1,10,7
3,2,reasoning,reasoning_all,6,0,8,0
3,3,reasoning,reasoning_all,7,0,0,0
3,4,reasoning,reasoning_all,4,0,2,0
4,1,reasoning,reasoning_all,6,0,3,5
4,2,reasoning,reasoning_all,12,0,8,4
4,3,reasoning,reasoning_all,6,0,0,3
4,4,reasoning,reasoning_all,8,0,4,12
5,1,reasoning,reasoning_all,0,0,0,3
5,2,reasoning,reasoning_all,0,0,24,5
5,3,reasoning,reasoning_all,5,0,3,4
5,4,reasoning,reasoning_all,0,0,0,0
6,1,reasoning,reasoning_all,8,0,9,4
6,2,reasoning,reasoning_all,8,0,12,4
6,3,reasoning,reasoning_all,9,0,10,3
6,4,reasoning,reasoning_all,7,0,13,5
7,1,reasoning,reasoning_all,10,6,16,7
7,2,reasoning,reasoning_all,0,0,0,0
7,3,reasoning,reasoning_all,0,4,3,5
7,4,reasoning,reasoning_all,9,7,0,4
8,1,reasoning,reasoning_all,10,0,0,0
8,2,reasoning,reasoning_all,10,0,0,0
8,3,reasoning,reasoning_all,10,0,1,3
8,4,reasoning,reasoning_all,13,0,7,0
9,1,reasoning,reasoning_all,0,0,0,10
9,2,reasoning,reasoning_all,10,2,0,8
9,3,reasoning,reasoning_all,10,5,17,7
9,4,reasoning,reasoning_all,10,3,0,9
0,1,summary,summary_0-1,2,0,0,0
1,1,summary,summary_0-1,5,1,0,0
10,1,summary,summary_0-1,4,0,0,0
11,1,summary,summary_0-1,3,0,0,0
12,1,summary,summary_0-1,0,1,0,0
13,1,summary,summary_0-1,5,0,0,1
14,1,summary,summary_0-1,4,2,0,0
15,1,summary,summary_0-1,5,0,0,0
16,1,summary,summary_0-1,5,3,0,0
17,1,summary,summary_0-1,4,0,0,0
18,1,summary,summary_0-1,4,0,0,0
19,1,summary,summary_0-1,4,0,0,1
2,1,summary,summary_0-1,4,0,0,0
20,1,summary,summary_0-1,4,0,0,0
2024-I-1,1,summary,summary_0-1,0,0,0,0
2024-I-10,1,summary,summary_0-1,3,0,0,0
2024-I-11,1,summary,summary_0-1,4,0,1,0
2024-I-12,1,summary,summary_0-1,2,0,2,0
2024-I-13,1,summary,summary_0-1,2,1,0,2
2024-I-14,1,summary,summary_0-1,4,0,0,1
2024-I-15,1,summary,summary_0-1,7,0,0,3
2024-I-2,1,summary,summary_0-1,4,0,0,0
2024-I-3,1,summary,summary_0-1,0,0,0,0
2024-I-4,1,summary,summary_0-1,3,0,0,0
2024-I-5,1,summary,summary_0-1,5,0,0,0
2024-I-6,1,summary,summary_0-1,5,1,0,0
2024-I-7,1,summary,summary_0-1,2,0,0,1
2024-I-8,1,summary,summary_0-1,1,0,0,0
2024-I-9,1,summary,summary_0-1,5,0,0,1
2024-II-1,1,summary,summary_0-1,1,0,0,0
2024-II-10,1,summary,summary_0-1,4,0,0,0
2024-II-11,1,summary,summary_0-1,4,0,0,0
2024-II-12,1,summary,summary_0-1,4,0,0,0
2024-II-13,1,summary,summary_0-1,4,0,0,0
2024-II-14,1,summary,summary_0-1,3,0,0,0
2024-II-15,1,summary,summary_0-1,0,0,0,3
2024-II-2,1,summary,summary_0-1,4,5,0,0
2024-II-3,1,summary,summary_0-1,5,1,0,1
2024-II-4,1,summary,summary_0-1,0,0,0,0
2024-II-5,1,summary,summary_0-1,4,0,0,1
2024-II-6,1,summary,summary_0-1,3,0,0,0
2024-II-7,1,summary,summary_0-1,0,0,0,0
2024-II-8,1,summary,summary_0-1,3,0,0,0
2024-II-9,1,summary,summary_0-1,5,0,2,2
21,1,summary,summary_0-1,5,0,1,0
22,1,summary,summary_0-1,4,0,0,0
23,1,summary,summary_0-1,5,0,0,0
24,1,summary,summary_0-1,4,0,0,0
25,1,summary,summary_0-1,4,0,0,1
26,1,summary,summary_0-1,3,0,0,0
27,1,summary,summary_0-1,0,1,0,0
28,1,summary,summary_0-1,4,0,0,0
29,1,summary,summary_0-1,4,0,2,1
3,1,summary,summary_0-1,4,0,0,0
4,1,summary,summary_0-1,4,0,0,0
5,1,summary,summary_0-1,0,0,0,0
6,1,summary,summary_0-1,5,0,0,0
7,1,summary,summary_0-1,4,0,0,0
8,1,summary,summary_0-1,7,0,0,0
9,1,summary,summary_0-1,9,1,0,4
0,2,summary,summary_2-3,3,0,0,0
0,3,summary,summary_2-3,3,0,0,0
1,2,summary,summary_2-3,1,0,0,0
1,3,summary,summary_2-3,0,0,0,0
10,2,summary,summary_2-3,4,0,1,2
10,3,summary,summary_2-3,4,0,0,1
11,2,summary,summary_2-3,6,0,0,0
11,3,summary,summary_2-3,4,0,0,1
12,2,summary,summary_2-3,1,2,0,0
12,3,summary,summary_2-3,6,1,0,0
13,2,summary,summary_2-3,3,0,0,0
13,3,summary,summary_2-3,4,0,0,0
14,2,summary,summary_2-3,3,3,0,0
14,3,summary,summary_2-3,4,0,0,1
15,2,summary,summary_2-3,4,0,0,0
15,3,summary,summary_2-3,3,0,0,0
16,2,summary,summary_2-3,1,0,0,0
16,3,summary,summary_2-3,2,0,0,0
17,2,summary,summary_2-3,0,0,0,0
17,3,summary,summary_2-3,6,0,0,0
18,2,summary,summary_2-3,5,0,0,0
18,3,summary,summary_2-3,4,0,0,0
19,2,summary,summary_2-3,3,0,2,1
19,3,summary,summary_2-3,4,0,0,0
2,2,summary,summary_2-3,4,0,0,0
2,3,summary,summary_2-3,6,6,0,1
20,2,summary,summary_2-3,4,0,0,0
20,3,summary,summary_2-3,6,0,0,0
2024-I-1,2,summary,summary_2-3,4,0,0,0
2024-I-1,3,summary,summary_2-3,6,0,0,0
2024-I-10,2,summary,summary_2-3,4,0,0,0
2024-I-10,3,summary,summary_2-3,2,0,0,0
2024-I-11,2,summary,summary_2-3,4,0,0,0
2024-I-11,3,summary,summary_2-3,5,0,0,0
2024-I-12,2,summary,summary_2-3,5,0,1,0
2024-I-12,3,summary,summary_2-3,5,0,1,0
2024-I-13,2,summary,summary_2-3,4,2,0,1
2024-I-13,3,summary,summary_2-3,5,0,0,0
2024-I-14,2,summary,summary_2-3,6,0,0,0
2024-I-14,3,summary,summary_2-3,4,0,3,0
2024-I-15,2,summary,summary_2-3,6,3,0,2
2024-I-15,3,summary,summary_2-3,4,2,0,0
2024-I-2,2,summary,summary_2-3,0,0,0,0
2024-I-2,3,summary,summary_2-3,1,0,0,0
2024-I-3,2,summary,summary_2-3,5,1,0,0
2024-I-3,3,summary,summary_2-3,3,1,0,0
2024-I-4,2,summary,summary_2-3,0,0,0,0
2024-I-4,3,summary,summary_2-3,3,0,0,0
2024-I-5,2,summary,summary_2-3,1,0,0,0
2024-I-5,3,summary,summary_2-3,3,0,0,1
2024-I-6,2,summary,summary_2-3,2,1,1,0
2024-I-6,3,summary,summary_2-3,5,1,0,0
2024-I-7,2,summary,summary_2-3,3,0,0,0
2024-I-7,3,summary,summary_2-3,4,0,0,0
2024-I-8,2,summary,summary_2-3,0,0,0,3
2024-I-8,3,summary,summary_2-3,1,0,0,0
2024-I-9,2,summary,summary_2-3,3,0,0,0
2024-I-9,3,summary,summary_2-3,5,0,0,0
2024-II-1,2,summary,summary_2-3,0,0,0,0
2024-II-1,3,summary,summary_2-3,0,0,0,0
2024-II-10,2,summary,summary_2-3,4,0,0,0
2024-II-10,3,summary,summary_2-3,5,0,0,0
2024-II-11,2,summary,summary_2-3,5,0,0,0
2024-II-11,3,summary,summary_2-3,5,0,0,0
2024-II-12,2,summary,summary_2-3,5,0,0,0
2024-II-12,3,summary,summary_2-3,5,0,0,0
2024-II-13,2,summary,summary_2-3,4,0,0,0
2024-II-13,3,summary,summary_2-3,5,0,0,0
2024-II-14,2,summary,summary_2-3,7,0,0,0
2024-II-14,3,summary,summary_2-3,7,1,0,0
2024-II-15,2,summary,summary_2-3,3,0,3,2
2024-II-15,3,summary,summary_2-3,2,0,0,2
2024-II-2,2,summary,summary_2-3,5,2,0,0
2024-II-2,3,summary,summary_2-3,6,3,1,0
2024-II-3,2,summary,summary_2-3,5,0,0,0
2024-II-3,3,summary,summary_2-3,4,0,0,0
2024-II-4,2,summary,summary_2-3,0,0,0,0
2024-II-4,3,summary,summary_2-3,0,0,0,0
2024-II-5,2,summary,summary_2-3,2,0,0,0
2024-II-5,3,summary,summary_2-3,3,1,0,0
2024-II-6,2,summary,summary_2-3,4,0,0,0
2024-II-6,3,summary,summary_2-3,3,0,0,0
2024-II-7,2,summary,summary_2-3,3,0,0,0
2024-II-7,3,summary,summary_2-3,0,0,0,0
2024-II-8,2,summary,summary_2-3,4,0,0,0
2024-II-8,3,summary,summary_2-3,3,0,0,0
2024-II-9,2,summary,summary_2-3,5,0,1,0
2024-II-9,3,summary,summary_2-3,4,0,0,0
21,2,summary,summary_2-3,2,0,1,1
21,3,summary,summary_2-3,4,0,1,1
22,2,summary,summary_2-3,5,0,0,0
22,3,summary,summary_2-3,5,0,0,0
23,2,summary,summary_2-3,6,0,0,0
23,3,summary,summary_2-3,8,0,0,0
24,2,summary,summary_2-3,5,0,0,0
24,3,summary,summary_2-3,4,0,0,0
25,2,summary,summary_2-3,4,0,1,3
25,3,summary,summary_2-3,5,0,2,2
26,2,summary,summary_2-3,1,0,0,0
26,3,summary,summary_2-3,4,0,0,0
27,2,summary,summary_2-3,5,1,0,0
27,3,summary,summary_2-3,7,0,0,1
28,2,summary,summary_2-3,3,0,0,3
28,3,summary,summary_2-3,3,0,0,0
29,2,summary,summary_2-3,4,0,0,0
29,3,summary,summary_2-3,4,0,0,0
3,2,summary,summary_2-3,5,0,0,0
3,3,summary,summary_2-3,3,0,0,0
4,2,summary,summary_2-3,3,0,0,1
4,3,summary,summary_2-3,6,0,0,0
5,2,summary,summary_2-3,6,0,0,0
5,3,summary,summary_2-3,4,0,0,0
6,2,summary,summary_2-3,4,0,0,0
6,3,summary,summary_2-3,3,0,0,1
7,2,summary,summary_2-3,5,0,0,0
7,3,summary,summary_2-3,4,0,0,0
8,2,summary,summary_2-3,6,0,0,0
8,3,summary,summary_2-3,9,0,0,0
9,2,summary,summary_2-3,3,0,4,4
9,3,summary,summary_2-3,5,1,0,1
