problem_id,iteration,field,file_source,adding_knowledge,example_testing,uncertainty_estimation,backtracking
2024-II-15,4,reasoning,base_reasoning,6,0,10,3
2024-II-2,1,reasoning,base_reasoning,0,3,0,5
2024-II-2,2,reasoning,base_reasoning,6,7,0,4
2024-II-2,3,reasoning,base_reasoning,0,4,0,9
2024-II-2,4,reasoning,base_reasoning,0,6,0,0
2024-II-3,1,reasoning,base_reasoning,5,1,15,3
2024-II-3,2,reasoning,base_reasoning,6,0,0,0
2024-II-3,3,reasoning,base_reasoning,11,2,0,0
2024-II-3,4,reasoning,base_reasoning,4,1,0,1
2024-II-4,1,reasoning,base_reasoning,7,0,4,3
2024-II-4,2,reasoning,base_reasoning,9,0,2,0
2024-II-4,3,reasoning,base_reasoning,5,0,1,0
2024-II-4,4,reasoning,base_reasoning,6,0,0,0
2024-II-5,1,reasoning,base_reasoning,10,1,8,5
2024-II-5,2,reasoning,base_reasoning,10,1,13,4
2024-II-5,3,reasoning,base_reasoning,10,1,3,5
2024-II-5,4,reasoning,base_reasoning,6,3,23,4
2024-II-6,1,reasoning,base_reasoning,5,0,0,0
2024-II-6,2,reasoning,base_reasoning,4,0,8,3
2024-II-6,3,reasoning,base_reasoning,7,0,9,3
2024-II-6,4,reasoning,base_reasoning,7,2,3,1
2024-II-7,1,reasoning,base_reasoning,3,2,20,5
2024-II-7,2,reasoning,base_reasoning,4,21,0,5
2024-II-7,3,reasoning,base_reasoning,5,2,0,2
2024-II-7,4,reasoning,base_reasoning,9,8,0,3
2024-II-8,1,reasoning,base_reasoning,9,0,11,5
2024-II-8,2,reasoning,base_reasoning,5,0,0,4
2024-II-8,3,reasoning,base_reasoning,4,0,0,5
2024-II-8,4,reasoning,base_reasoning,12,0,6,5
2024-II-9,1,reasoning,base_reasoning,7,0,0,10
2024-II-9,2,reasoning,base_reasoning,0,0,0,5
2024-II-9,3,reasoning,base_reasoning,0,0,9,8
2024-II-9,4,reasoning,base_reasoning,5,0,10,6
21,1,reasoning,base_reasoning,0,0,0,0
21,2,reasoning,base_reasoning,2,0,1,3
21,3,reasoning,base_reasoning,5,0,0,0
21,4,reasoning,base_reasoning,7,0,10,1
22,1,reasoning,base_reasoning,17,10,16,6
22,2,reasoning,base_reasoning,6,6,0,5
22,3,reasoning,base_reasoning,6,8,15,6
22,4,reasoning,base_reasoning,8,11,23,3
23,1,reasoning,base_reasoning,7,0,0,2
23,2,reasoning,base_reasoning,7,0,7,4
23,3,reasoning,base_reasoning,9,0,6,2
23,4,reasoning,base_reasoning,10,0,2,1
24,1,reasoning,base_reasoning,6,0,0,7
24,2,reasoning,base_reasoning,9,0,15,5
24,3,reasoning,base_reasoning,5,1,8,3
24,4,reasoning,base_reasoning,8,0,13,6
25,1,reasoning,base_reasoning,5,0,2,4
25,2,reasoning,base_reasoning,7,4,17,12
25,3,reasoning,base_reasoning,12,0,0,0
25,4,reasoning,base_reasoning,8,0,0,10
26,1,reasoning,base_reasoning,7,0,10,7
26,2,reasoning,base_reasoning,4,0,0,2
26,3,reasoning,base_reasoning,5,0,1,5
26,4,reasoning,base_reasoning,6,0,0,0
27,1,reasoning,base_reasoning,4,4,7,6
27,2,reasoning,base_reasoning,0,1,0,0
27,3,reasoning,base_reasoning,0,0,3,1
27,4,reasoning,base_reasoning,4,1,26,9
28,1,reasoning,base_reasoning,0,0,0,0
28,2,reasoning,base_reasoning,12,1,0,5
28,3,reasoning,base_reasoning,12,0,18,2
28,4,reasoning,base_reasoning,3,0,4,1
29,1,reasoning,base_reasoning,0,0,0,0
29,2,reasoning,base_reasoning,8,0,0,0
29,3,reasoning,base_reasoning,5,0,12,4
29,4,reasoning,base_reasoning,4,0,11,5
3,1,reasoning,base_reasoning,5,1,10,7
3,2,reasoning,base_reasoning,6,0,8,0
3,3,reasoning,base_reasoning,7,0,0,0
3,4,reasoning,base_reasoning,4,0,2,0
4,1,reasoning,base_reasoning,6,0,3,5
4,2,reasoning,base_reasoning,12,0,8,4
4,3,reasoning,base_reasoning,6,0,0,3
4,4,reasoning,base_reasoning,8,0,4,12
5,1,reasoning,base_reasoning,0,0,0,3
5,2,reasoning,base_reasoning,0,0,24,5
5,3,reasoning,base_reasoning,5,0,3,4
5,4,reasoning,base_reasoning,0,0,0,0
6,1,reasoning,base_reasoning,8,0,9,4
6,2,reasoning,base_reasoning,8,0,12,4
6,3,reasoning,base_reasoning,9,0,10,3
6,4,reasoning,base_reasoning,7,0,13,5
7,1,reasoning,base_reasoning,10,6,16,7
7,2,reasoning,base_reasoning,0,0,0,0
7,3,reasoning,base_reasoning,0,4,3,5
7,4,reasoning,base_reasoning,9,7,0,4
8,1,reasoning,base_reasoning,10,0,0,0
8,2,reasoning,base_reasoning,10,0,0,0
8,3,reasoning,base_reasoning,10,0,1,3
8,4,reasoning,base_reasoning,13,0,7,0
9,1,reasoning,base_reasoning,0,0,0,10
9,2,reasoning,base_reasoning,10,2,0,8
9,3,reasoning,base_reasoning,10,5,17,7
9,4,reasoning,base_reasoning,10,3,0,9
0,1,reasoning_output,cont_wait_reasoning,5,0,10,9
0,2,reasoning_output,cont_wait_reasoning,6,4,10,5
0,3,reasoning_output,cont_wait_reasoning,2,0,5,4
0,4,reasoning_output,cont_wait_reasoning,1,0,4,2
1,1,reasoning_output,cont_wait_reasoning,3,0,2,1
1,2,reasoning_output,cont_wait_reasoning,5,0,4,2
1,3,reasoning_output,cont_wait_reasoning,3,0,3,2
1,4,reasoning_output,cont_wait_reasoning,0,0,1,1
2,1,reasoning_output,cont_wait_reasoning,4,5,6,5
2,2,reasoning_output,cont_wait_reasoning,7,6,22,6
2,3,reasoning_output,cont_wait_reasoning,0,0,5,0
2,4,reasoning_output,cont_wait_reasoning,0,1,5,3
3,1,reasoning_output,cont_wait_reasoning,7,2,15,7
3,2,reasoning_output,cont_wait_reasoning,5,1,5,7
3,3,reasoning_output,cont_wait_reasoning,5,1,6,5
3,4,reasoning_output,cont_wait_reasoning,3,0,2,1
4,1,reasoning_output,cont_wait_reasoning,6,0,12,7
4,2,reasoning_output,cont_wait_reasoning,1,1,0,0
4,3,reasoning_output,cont_wait_reasoning,0,3,5,2
4,4,reasoning_output,cont_wait_reasoning,0,0,3,0
5,1,reasoning_output,cont_wait_reasoning,4,0,3,2
5,2,reasoning_output,cont_wait_reasoning,0,1,0,1
5,3,reasoning_output,cont_wait_reasoning,2,0,2,0
5,4,reasoning_output,cont_wait_reasoning,2,0,0,0
6,1,reasoning_output,cont_wait_reasoning,3,0,9,3
6,2,reasoning_output,cont_wait_reasoning,3,0,2,2
6,3,reasoning_output,cont_wait_reasoning,2,0,1,0
6,4,reasoning_output,cont_wait_reasoning,5,0,5,5
7,1,reasoning_output,cont_wait_reasoning,0,11,11,8
7,2,reasoning_output,cont_wait_reasoning,0,68,20,12
7,3,reasoning_output,cont_wait_reasoning,0,2,28,26
7,4,reasoning_output,cont_wait_reasoning,0,2,15,6
8,1,reasoning_output,cont_wait_reasoning,3,0,8,5
8,2,reasoning_output,cont_wait_reasoning,5,0,4,2
8,3,reasoning_output,cont_wait_reasoning,6,0,5,4
8,4,reasoning_output,cont_wait_reasoning,7,0,7,5
10,1,reasoning_output,cont_wait_reasoning,4,2,3,2
10,2,reasoning_output,cont_wait_reasoning,5,1,7,3
10,3,reasoning_output,cont_wait_reasoning,1,0,0,0
10,4,reasoning_output,cont_wait_reasoning,2,0,3,1
11,1,reasoning_output,cont_wait_reasoning,5,0,0,4
11,2,reasoning_output,cont_wait_reasoning,10,1,4,10
11,3,reasoning_output,cont_wait_reasoning,6,3,10,5
11,4,reasoning_output,cont_wait_reasoning,5,0,10,4
12,1,reasoning_output,cont_wait_reasoning,4,0,10,6
13,1,reasoning_output,cont_wait_reasoning,0,1,0,5
13,2,reasoning_output,cont_wait_reasoning,12,6,14,13
13,3,reasoning_output,cont_wait_reasoning,0,0,3,1
13,4,reasoning_output,cont_wait_reasoning,0,0,0,0
14,1,reasoning_output,cont_wait_reasoning,5,1,6,8
14,2,reasoning_output,cont_wait_reasoning,0,0,1,0
14,3,reasoning_output,cont_wait_reasoning,2,0,2,0
14,4,reasoning_output,cont_wait_reasoning,1,0,2,1
15,1,reasoning_output,cont_wait_reasoning,3,0,4,1
15,2,reasoning_output,cont_wait_reasoning,7,1,4,3
15,3,reasoning_output,cont_wait_reasoning,4,0,3,0
15,4,reasoning_output,cont_wait_reasoning,3,2,4,3
16,1,reasoning_output,cont_wait_reasoning,3,1,4,2
16,2,reasoning_output,cont_wait_reasoning,4,0,4,2
16,3,reasoning_output,cont_wait_reasoning,5,1,2,1
16,4,reasoning_output,cont_wait_reasoning,2,3,1,1
17,1,reasoning_output,cont_wait_reasoning,5,2,4,4
17,2,reasoning_output,cont_wait_reasoning,1,3,7,4
17,3,reasoning_output,cont_wait_reasoning,2,0,2,2
17,4,reasoning_output,cont_wait_reasoning,3,0,3,3
18,1,reasoning_output,cont_wait_reasoning,3,1,8,6
18,2,reasoning_output,cont_wait_reasoning,7,0,4,3
18,3,reasoning_output,cont_wait_reasoning,3,2,0,3
18,4,reasoning_output,cont_wait_reasoning,2,0,1,1
19,1,reasoning_output,cont_wait_reasoning,1,0,2,1
19,2,reasoning_output,cont_wait_reasoning,0,0,3,1
19,3,reasoning_output,cont_wait_reasoning,1,0,4,3
19,4,reasoning_output,cont_wait_reasoning,0,0,5,4
20,1,reasoning_output,cont_wait_reasoning,3,0,1,1
20,2,reasoning_output,cont_wait_reasoning,5,0,3,1
20,3,reasoning_output,cont_wait_reasoning,2,2,0,0
20,4,reasoning_output,cont_wait_reasoning,6,0,2,3
21,1,reasoning_output,cont_wait_reasoning,5,0,8,5
21,2,reasoning_output,cont_wait_reasoning,10,0,34,10
21,3,reasoning_output,cont_wait_reasoning,9,0,6,4
21,4,reasoning_output,cont_wait_reasoning,3,0,4,1
22,1,reasoning_output,cont_wait_reasoning,19,13,23,6
22,2,reasoning_output,cont_wait_reasoning,3,1,9,4
22,3,reasoning_output,cont_wait_reasoning,4,0,2,2
22,4,reasoning_output,cont_wait_reasoning,3,0,0,1
23,1,reasoning_output,cont_wait_reasoning,6,0,9,4
23,2,reasoning_output,cont_wait_reasoning,3,0,6,5
23,3,reasoning_output,cont_wait_reasoning,1,0,5,4
23,4,reasoning_output,cont_wait_reasoning,1,0,0,0
24,1,reasoning_output,cont_wait_reasoning,1,0,4,0
24,2,reasoning_output,cont_wait_reasoning,6,0,7,4
24,3,reasoning_output,cont_wait_reasoning,4,0,4,4
24,4,reasoning_output,cont_wait_reasoning,0,0,1,0
25,1,reasoning_output,cont_wait_reasoning,3,2,1,1
25,2,reasoning_output,cont_wait_reasoning,5,4,18,6
25,3,reasoning_output,cont_wait_reasoning,6,4,8,6
25,4,reasoning_output,cont_wait_reasoning,2,0,0,0
26,1,reasoning_output,cont_wait_reasoning,7,0,13,7
26,2,reasoning_output,cont_wait_reasoning,4,0,15,10
26,3,reasoning_output,cont_wait_reasoning,0,0,2,1
26,4,reasoning_output,cont_wait_reasoning,0,0,100,99
28,1,reasoning_output,cont_wait_reasoning,5,1,4,5
28,2,reasoning_output,cont_wait_reasoning,0,0,0,0
28,3,reasoning_output,cont_wait_reasoning,0,0,0,0
28,4,reasoning_output,cont_wait_reasoning,0,0,0,0
2024-I-1,1,reasoning_output,cont_wait_reasoning,3,1,4,0
2024-I-1,2,reasoning_output,cont_wait_reasoning,5,0,0,1
2024-I-1,3,reasoning_output,cont_wait_reasoning,0,0,0,0
2024-I-1,4,reasoning_output,cont_wait_reasoning,3,3,3,1
2024-I-3,1,reasoning_output,cont_wait_reasoning,4,0,4,4
2024-I-3,2,reasoning_output,cont_wait_reasoning,4,2,0,1
2024-I-3,3,reasoning_output,cont_wait_reasoning,2,0,3,0
2024-I-3,4,reasoning_output,cont_wait_reasoning,0,0,1,1
2024-I-6,1,reasoning_output,cont_wait_reasoning,4,0,4,2
2024-I-6,2,reasoning_output,cont_wait_reasoning,5,1,6,5
2024-I-6,3,reasoning_output,cont_wait_reasoning,3,0,0,0
2024-I-6,4,reasoning_output,cont_wait_reasoning,3,0,5,4
2024-I-4,1,reasoning_output,cont_wait_reasoning,5,0,5,2
2024-I-4,2,reasoning_output,cont_wait_reasoning,4,0,8,7
2024-I-4,3,reasoning_output,cont_wait_reasoning,2,0,5,2
2024-I-4,4,reasoning_output,cont_wait_reasoning,3,0,5,3
2024-I-12,1,reasoning_output,cont_wait_reasoning,0,0,3,2
2024-I-12,2,reasoning_output,cont_wait_reasoning,0,0,2,1
2024-I-12,3,reasoning_output,cont_wait_reasoning,1,0,2,2
2024-I-12,4,reasoning_output,cont_wait_reasoning,1,0,6,5
2024-I-13,1,reasoning_output,cont_wait_reasoning,5,5,5,6
2024-I-13,2,reasoning_output,cont_wait_reasoning,5,7,8,4
2024-I-13,3,reasoning_output,cont_wait_reasoning,0,0,2,2
2024-I-13,4,reasoning_output,cont_wait_reasoning,2,1,2,2
2024-I-2,1,reasoning_output,cont_wait_reasoning,3,2,0,1
2024-I-2,2,reasoning_output,cont_wait_reasoning,4,2,0,2
2024-I-2,3,reasoning_output,cont_wait_reasoning,2,2,0,3
2024-I-2,4,reasoning_output,cont_wait_reasoning,1,1,1,1
2024-II-6,1,reasoning_output,cont_wait_reasoning,5,3,8,10
2024-II-6,2,reasoning_output,cont_wait_reasoning,4,3,6,7
2024-II-6,3,reasoning_output,cont_wait_reasoning,6,0,5,3
2024-II-6,4,reasoning_output,cont_wait_reasoning,2,1,3,0
2024-II-4,1,reasoning_output,cont_wait_reasoning,0,0,4,5
2024-II-4,2,reasoning_output,cont_wait_reasoning,0,0,5,4
2024-II-4,3,reasoning_output,cont_wait_reasoning,0,0,0,0
2024-II-4,4,reasoning_output,cont_wait_reasoning,1,0,3,1
2024-II-7,1,reasoning_output,cont_wait_reasoning,5,1,10,14
2024-II-7,2,reasoning_output,cont_wait_reasoning,0,1,2,0
2024-II-7,3,reasoning_output,cont_wait_reasoning,0,0,5,3
2024-II-7,4,reasoning_output,cont_wait_reasoning,3,0,5,3
2024-II-3,1,reasoning_output,cont_wait_reasoning,5,2,7,2
2024-II-3,2,reasoning_output,cont_wait_reasoning,4,1,1,1
2024-II-3,3,reasoning_output,cont_wait_reasoning,10,4,5,4
2024-II-3,4,reasoning_output,cont_wait_reasoning,4,3,4,2
2024-II-11,1,reasoning_output,cont_wait_reasoning,6,3,12,8
2024-II-11,2,reasoning_output,cont_wait_reasoning,4,0,4,5
2024-II-11,3,reasoning_output,cont_wait_reasoning,5,3,8,6
2024-II-11,4,reasoning_output,cont_wait_reasoning,1,0,4,1
2024-I-8,1,reasoning_output,cont_wait_reasoning,2,2,1,2
2024-I-8,2,reasoning_output,cont_wait_reasoning,7,3,8,7
2024-I-8,3,reasoning_output,cont_wait_reasoning,5,0,8,12
2024-I-8,4,reasoning_output,cont_wait_reasoning,2,0,0,0
2024-I-7,1,reasoning_output,cont_wait_reasoning,3,0,3,2
2024-I-7,2,reasoning_output,cont_wait_reasoning,5,1,16,5
2024-I-7,3,reasoning_output,cont_wait_reasoning,6,0,1,1
2024-I-7,4,reasoning_output,cont_wait_reasoning,6,2,0,0
2024-I-15,1,reasoning_output,cont_wait_reasoning,1,0,0,1
2024-I-15,2,reasoning_output,cont_wait_reasoning,0,0,1,0
2024-I-15,3,reasoning_output,cont_wait_reasoning,1,1,1,1
2024-I-15,4,reasoning_output,cont_wait_reasoning,3,0,1,1
2024-II-12,1,reasoning_output,cont_wait_reasoning,5,1,4,1
2024-II-12,2,reasoning_output,cont_wait_reasoning,4,1,1,1
2024-II-12,3,reasoning_output,cont_wait_reasoning,1,0,1,1
2024-II-12,4,reasoning_output,cont_wait_reasoning,0,2,1,2
2024-II-5,1,reasoning_output,cont_wait_reasoning,5,0,7,7
2024-II-5,2,reasoning_output,cont_wait_reasoning,7,1,7,7
2024-II-5,3,reasoning_output,cont_wait_reasoning,2,0,0,1
2024-II-5,4,reasoning_output,cont_wait_reasoning,0,0,1,1
2024-II-10,1,reasoning_output,cont_wait_reasoning,4,0,5,3
2024-II-10,2,reasoning_output,cont_wait_reasoning,4,0,6,4
2024-II-10,3,reasoning_output,cont_wait_reasoning,1,0,0,1
2024-II-10,4,reasoning_output,cont_wait_reasoning,1,0,1,1
2024-II-2,1,reasoning_output,cont_wait_reasoning,5,0,14,10
2024-II-2,2,reasoning_output,cont_wait_reasoning,3,2,9,2
2024-II-2,3,reasoning_output,cont_wait_reasoning,2,0,4,2
2024-II-2,4,reasoning_output,cont_wait_reasoning,0,0,3,2
2024-II-15,1,reasoning_output,cont_wait_reasoning,4,0,8,3
2024-II-15,2,reasoning_output,cont_wait_reasoning,0,0,50,0
2024-II-15,3,reasoning_output,cont_wait_reasoning,0,0,20,0
2024-II-15,4,reasoning_output,cont_wait_reasoning,0,0,10,0
2024-I-10,1,reasoning_output,cont_wait_reasoning,0,0,2,0
2024-I-10,2,reasoning_output,cont_wait_reasoning,4,0,4,3
2024-I-10,3,reasoning_output,cont_wait_reasoning,6,0,4,3
2024-I-10,4,reasoning_output,cont_wait_reasoning,4,0,4,3
2024-II-1,1,reasoning_output,cont_wait_reasoning,2,0,1,0
2024-II-1,2,reasoning_output,cont_wait_reasoning,12,0,11,4
2024-II-1,3,reasoning_output,cont_wait_reasoning,3,0,3,3
2024-II-1,4,reasoning_output,cont_wait_reasoning,3,0,3,4
2024-II-13,1,reasoning_output,cont_wait_reasoning,4,0,4,2
2024-II-13,2,reasoning_output,cont_wait_reasoning,8,0,4,4
2024-II-13,3,reasoning_output,cont_wait_reasoning,3,0,5,4
2024-II-13,4,reasoning_output,cont_wait_reasoning,5,1,1,1
2024-I-14,1,reasoning_output,cont_wait_reasoning,4,0,6,6
2024-I-14,2,reasoning_output,cont_wait_reasoning,1,0,4,3
2024-I-14,3,reasoning_output,cont_wait_reasoning,3,0,0,0
2024-I-14,4,reasoning_output,cont_wait_reasoning,0,0,1,0
2024-II-14,1,reasoning_output,cont_wait_reasoning,7,7,4,3
2024-II-14,2,reasoning_output,cont_wait_reasoning,4,5,3,3
2024-II-14,3,reasoning_output,cont_wait_reasoning,5,5,6,6
2024-II-14,4,reasoning_output,cont_wait_reasoning,7,9,7,4
2024-I-9,1,reasoning_output,cont_wait_reasoning,4,2,5,5
2024-I-9,2,reasoning_output,cont_wait_reasoning,7,2,12,5
2024-I-9,3,reasoning_output,cont_wait_reasoning,7,3,7,3
2024-I-9,4,reasoning_output,cont_wait_reasoning,1,1,0,0
2024-I-5,1,reasoning_output,cont_wait_reasoning,0,0,1,1
2024-I-5,2,reasoning_output,cont_wait_reasoning,4,0,8,5
2024-I-5,3,reasoning_output,cont_wait_reasoning,8,0,4,4
2024-I-5,4,reasoning_output,cont_wait_reasoning,1,0,1,0
2024-II-8,1,reasoning_output,cont_wait_reasoning,1,0,0,0
2024-II-8,2,reasoning_output,cont_wait_reasoning,3,0,18,10
2024-II-8,3,reasoning_output,cont_wait_reasoning,1,0,1,1
2024-II-8,4,reasoning_output,cont_wait_reasoning,1,0,1,2
2024-II-9,1,reasoning_output,cont_wait_reasoning,8,0,15,14
2024-II-9,2,reasoning_output,cont_wait_reasoning,0,0,6,6
2024-II-9,3,reasoning_output,cont_wait_reasoning,0,0,6,10
2024-II-9,4,reasoning_output,cont_wait_reasoning,0,0,24,1
