id,question,solution,answer
H6-011,"The shortest distances between an interior diagonal of a rectangular parallelepiped, $P$, and the edges it does not meet are $2\sqrt{5}$, $\frac{30}{\sqrt{13}}$, and $\frac{15}{\sqrt{10}}$. Determine the volume of $P$.","In the above diagram, we focus on the line that appears closest and is parallel to $BC$. All the blue lines are perpendicular lines to $BC$ and their other points are on $AB$, the main diagonal. The green lines are projections of the blue lines onto the bottom face; all of the green lines originate in the corner and reach out to $AC$, and have the same lengths as their corresponding blue lines. So we want to find the shortest distance between $AC$ and that corner, which is $\frac {wl}{\sqrt {w^2 + l^2}}$.
So we have:
\[\frac {lw}{\sqrt {l^2 + w^2}} = \frac {10}{\sqrt {5}}\]
\[\frac {hw}{\sqrt {h^2 + w^2}} = \frac {30}{\sqrt {13}}\]
\[\frac {hl}{\sqrt {h^2 + l^2}} = \frac {15}{\sqrt {10}}\]
Notice the familiar roots: $\sqrt {5}$, $\sqrt {13}$, $\sqrt {10}$, which are $\sqrt {1^2 + 2^2}$, $\sqrt {2^2 + 3^2}$, $\sqrt {1^2 + 3^2}$, respectively. (This would give us the guess that the sides are of the ratio 1:2:3, but let's provide the complete solution.)
\[\frac {l^2w^2}{l^2 + w^2} = \frac {1}{\frac {1}{l^2} + \frac {1}{w^2}} = 20\]
\[\frac {h^2w^2}{h^2 + w^2} = \frac {1}{\frac {1}{h^2} + \frac {1}{w^2}} = \frac {900}{13}\]
\[\frac {h^2l^2}{h^2 + l^2} = \frac {1}{\frac {1}{h^2} + \frac {1}{l^2}} = \frac {45}{2}\]
We invert the above equations to get a system of linear equations in $\frac {1}{h^2}$, $\frac {1}{l^2}$, and $\frac {1}{w^2}$:
\[\frac {1}{l^2} + \frac {1}{w^2} = \frac {45}{900}\]
\[\frac {1}{h^2} + \frac {1}{w^2} = \frac {13}{900}\]
\[\frac {1}{h^2} + \frac {1}{l^2} = \frac {40}{900}\]
We see that $h = 15$, $l = 5$, $w = 10$. Therefore $V = 5 \cdot 10 \cdot 15 = \boxed{750}$",750
H6-012,"Let triangle $ABC$ be a right triangle in the xy-plane with a right angle at $C_{}$. Given that the length of the hypotenuse $AB$ is $60$, and that the medians through $A$ and $B$ lie along the lines $y=x+3$ and $y=2x+4$ respectively, find the area of triangle $ABC$.","We first seek to find the angle between the lines $y = x + 3$ and $y = 2x + 4$.
[asy] import graph; size(150); Label f; f.p=fontsize(6); xaxis(-8,8,Ticks(f, 2.0)); yaxis(-8,8,Ticks(f, 2.0)); real f(real x) { return (x + 3); } real g( real x){ return (2x + 4); } draw(graph(f,-8,5),red+linewidth(1)); draw(graph(g,-6,2),blue+linewidth(1)); [/asy]
Let the acute angle the red line makes with the $x-$ axis be $\alpha$ and the acute angle the blue line makes with the $x-$ axis be $\beta$. Then, we know that $\tan \alpha = 1$ and $\tan \beta = 2$. Note that the acute angle between the red and blue lines is clearly $\beta - \alpha$. Therefore, we have that:
\[\tan (\beta - \alpha) = \frac{2 - 1}{1 + 2} = \frac{1}{3}\]It follows that $\cos (\beta - \alpha) = \frac{1}{\sqrt{10}}$ and $\sin (\beta - \alpha) = \frac{3}{\sqrt{10}}$. From now on, refer to $\theta = \beta - \alpha$
[asy] import graph; size(4cm); real labelscalefactor = 0.5; /* changes label-to-point distance */ pen dps = linewidth(0.7) + fontsize(10); defaultpen(dps); /* default pen style */ pen dotstyle = black; /* point style */ real xmin = -5.96, xmax = 24.22, ymin = -10.06, ymax = 14.62; /* image dimensions */ pen wrwrwr = rgb(0.3803921568627451,0.3803921568627451,0.3803921568627451); draw(arc((2,2.6666666666666665),0.6,290.55604521958344,326.3099324740202)--(2,2.6666666666666665)--cycle, linewidth(1)); draw((0,8)--(0,0), linewidth(1) + wrwrwr); draw((0,0)--(6,0), linewidth(1) + wrwrwr); draw((6,0)--(0,8), linewidth(1) + wrwrwr); draw((0,8)--(3,0), linewidth(1) + wrwrwr); draw((0,4)--(6,0), linewidth(1) + wrwrwr); dot((0,0),dotstyle); label(""$A$"", (0.08,0.2), NE * labelscalefactor); dot((6,0),dotstyle); label(""$B$"", (6.08,0.2), NE * labelscalefactor); dot((0,8),dotstyle); label(""$C$"", (0.08,8.2), NE * labelscalefactor); dot((3,0),linewidth(4pt) + dotstyle); label(""$D$"", (3.08,0.16), NE * labelscalefactor); dot((0,4),linewidth(4pt) + dotstyle); label(""$E$"", (0.08,4.16), NE * labelscalefactor); label(""theta "", (2.14,2.3), NE * labelscalefactor); clip((xmin,ymin)--(xmin,ymax)--(xmax,ymax)--(xmax,ymin)--cycle); [/asy]
Suppose $ABC$ is our desired triangle. Let $E$ be the midpoint of $CA$ and $D$ be the midpoint of $AB$ such that $CE = EA = m$ and $AD = DB = n$. Let $G$ be the centroid of the triangle (in other words, the intersection of $EB$ and $CD$). It follows that if $CG = 2x$, $GD = x$ and if $GB = 2y$, $GE = y$. By the Law of Cosines on $\triangle GEB$, we get that:
\[GE^2 + GC^2 - 2GE \cdot GC \cdot \cos \theta = CE^2 \Longleftrightarrow\]\[(2x)^2 + y^2 - (2x)(y)(2)\cos \theta = m^2\]By the Law of Cosines on $\triangle GDB$, we get that:
\[DG^2 + GB^2 -2 DG \cdot GB \cdot \cos \theta = DB^2 \Longleftrightarrow\]\[(2y)^2+x^2-(2y)(x)(2)\cos \theta = n^2\]Adding yields that:
\[5x^2+5y^2 - 8xy\cos \theta = m^2 + n^2\]However, note that $(2m)^2 + (2n)^2 = 60^2 \Longleftrightarrow m^2+n^2 = 30^2$. Therefore,
\[5x^2+5y^2 - 8xy\cos \theta = 30^2\]We also know that by the Law of Cosines on $\triangle CGB$,
\[CG^2 + GB^2 - 2CG \cdot GB \cdot \cos (180 - \theta) = CB^2 \Longleftrightarrow\]\[(2x)^2 + (2y)^2 + 2(2x)(2y) \cos \theta = 60^2 \Longleftrightarrow\]\[x^2+y^2+2xy \cos \theta = 30^2 \Longleftrightarrow\]\[5x^2+5y^2 + 10xy \cos \theta = 30^2 \cdot 5\]Subtracting this from the $5x^2+5y^2 - 8xy\cos \theta = 30^2$ we got earlier yields that:
\[xy \cos \theta = 200\]but recall that $\cos \theta = \frac{3}{\sqrt{10}}$ to get that:
\[xy = \frac{200 \sqrt{10}}{3}\]Plugging this into the $x^2 + y^2 + 2xy \cos \theta = 30^2$, we get that:
\[x^2 + y^2 = 500\]Aha! How convenient. Recall that $(2x)^2 + y^2 - (2x)(y)(2)\cos \theta = m^2$ and $(2y)^2+x^2-(2y)(x)(2)\cos \theta = n^2$. Then, we clearly have that:
\[m^2n^2 = ((2x)^2 + y^2 - (2x)(y)(2)\cos \theta)((2y)^2+x^2-(2y)(x)(2)\cos \theta = n^2) \Longleftrightarrow\]\[m^2n^2 = 17x^2y^2 - 4xy \cos \theta (5x^2 + 5y^2) + 16x^2y^2 \cos ^2 \theta + 4x^4 + 4y^4 \Longleftrightarrow\]\[m^2n^2 = 17 \cdot \frac{200^2 \cdot 10}{9} - 800(5 \cdot 500) + 16 \cdot 200^2 + 4 \left( (x^2+y^2)^2-2x^2y^2\right) \Longleftrightarrow\]\[\frac{m^2n^2}{100^2} = \frac{680}{9} - 8 \cdot 5 \cdot 5 + 16 \cdot 2^2 + 4 \left( 5^2 - 2 \cdot \frac{2^2 \cdot 10}{9}\right) \Longleftrightarrow\]\[\frac{m^2n^2}{100^2} = 4\]But note that the area of our triangle is $2m \cdot 2n \cdot \frac {1}{2} = 2mn$. As $mn = 200$, we get a final answer of $\boxed{400}$.",400
H6-013,"A given sequence $r_1, r_2, \dots, r_n$ of distinct real numbers can be put in ascending order by means of one or more ""bubble passes"". A bubble pass through a given sequence consists of comparing the second term with the first term, and exchanging them if and only if the second term is smaller, then comparing the third term with the second term and exchanging them if and only if the third term is smaller, and so on in order, through comparing the last term, $r_n$, with its current predecessor and exchanging them if and only if the last term is smaller. The example below shows how the sequence 1, 9, 8, 7 is transformed into the sequence 1, 8, 7, 9 by one bubble pass. The numbers compared at each step are underlined. $\underline{1 \quad 9} \quad 8 \quad 7$ $1 \quad {}\underline{9 \quad 8} \quad 7$ $1 \quad 8 \quad \underline{9 \quad 7}$ $1 \quad 8 \quad 7 \quad 9$ Suppose that $n = 40$, and that the terms of the initial sequence $r_1, r_2, \dots, r_{40}$ are distinct from one another and are in random order. Let $p/q$, in lowest terms, be the probability that the number that begins as $r_{20}$ will end up, after one bubble pass, in the $30^{\mbox{th}}$ place. Find $p + q$.","If any of $r_1, \ldots, r_{19}$ is larger than $r_{20}$, one of these numbers will be compared with $r_{20}$ on the 19th step of the first bubble pass and $r_{20}$ will be moved back to the 19th position. Thus, $r_{20}$ must be the largest of the first 20 terms. In addition, $r_{20}$ must be larger than $r_{21}, r_{22}, \ldots, r_{30}$ but smaller than $r_{31}$ in order that it move right to the 30th position but then not continue moving right to the 31st.
Thus, our problem can be restated: What is the probability that in a sequence of 31 distinct real numbers, the largest is in position 31 and the second-largest is in position 20 (the other 29 numbers are irrelevant)?
This is much easier to solve: there are $31!$ ways to order the first thirty-one numbers and $29!$ ways to arrange them so that the largest number is in the 31st position and the second-largest is in the 20th. This gives us a desired probability of $\frac{29!}{31!} = \frac{1}{31\cdot 30} = \frac{1}{930}$, so the answer is $\boxed{931}$.",931
H6-014,Compute \[\frac{(10^4+324)(22^4+324)(34^4+324)(46^4+324)(58^4+324)}{(4^4+324)(16^4+324)(28^4+324)(40^4+324)(52^4+324)}.\],"The Sophie Germain Identity states that $a^4 + 4b^4$ can be factored as $\left(a^2 + 2b^2 - 2ab\right)\left(a^2 + 2b^2 + 2ab\right).$ Each of the terms is in the form of $x^4 + 324.$ Using Sophie Germain, we get that
\begin{align*} x^4 + 324 &= x^4 + 4\cdot 3^4 \\ &= \left(x^2 + 2 \cdot 3^2 - 2\cdot 3\cdot x\right)\left(x^2 + 2 \cdot 3^2 + 2\cdot 3\cdot x\right) \\ &= (x(x-6) + 18)(x(x+6)+18), \end{align*}
so the original expression becomes
\[\frac{[(10(10-6)+18)(10(10+6)+18)][(22(22-6)+18)(22(22+6)+18)]\cdots[(58(58-6)+18)(58(58+6)+18)]}{[(4(4-6)+18)(4(4+6)+18)][(16(16-6)+18)(16(16+6)+18)]\cdots[(52(52-6)+18)(52(52+6)+18)]},\] which simplifies to \[\frac{(10(4)+18)(10(16)+18)(22(16)+18)(22(28)+18)\cdots(58(52)+18)(58(64)+18)}{(4(-2)+18)(4(10)+18)(16(10)+18)(16(22)+18)\cdots(52(46)+18)(52(58)+18)}.\]
Almost all of the terms cancel out! We are left with $\frac{58(64)+18}{4(-2)+18} = \frac{3730}{10} = \boxed{373}.$",373
H6-015,"Squares $S_1$ and $S_2$ are inscribed in right triangle $ABC$, as shown in the figures below. Find $AC + CB$ if area $(S_1) = 441$ and area $(S_2) = 440$.","Because all the triangles in the figure are similar to triangle $ABC$, it's a good idea to use area ratios. In the diagram above, $\frac {T_1}{T_3} = \frac {T_2}{T_4} = \frac {441}{440}.$ Hence, $T_3 = \frac {440}{441}T_1$ and $T_4 = \frac {440}{441}T_2$. Additionally, the area of triangle $ABC$ is equal to both $T_1 + T_2 + 441$ and $T_3 + T_4 + T_5 + 440.$ 
Setting the equations equal and solving for $T_5$, $T_5 = 1 + T_1 - T_3 + T_2 - T_4 = 1 + \frac {T_1}{441} + \frac {T_2}{441}$. Therefore, $441T_5 = 441 + T_1 + T_2$. However, $441 + T_1 + T_2$ is equal to the area of triangle $ABC$! This means that the ratio between the areas $T_5$ and $ABC$ is $441$, and the ratio between the sides is $\sqrt {441} = 21$. As a result, $AB = 21\sqrt {440} = \sqrt {AC^2 + BC^2}$. We now need $(AC)(BC)$ to find the value of $AC + BC$, because $AC^2 + BC^2 + 2(AC)(BC) = (AC + BC)^2$.
Let $h$ denote the height to the hypotenuse of triangle $ABC$. Notice that $h - \frac {1}{21}h = \sqrt {440}$. (The height of $ABC$ decreased by the corresponding height of $T_5$) Thus, $(AB)(h) = (AC)(BC) = 22\cdot 21^2$. Because $AC^2 + BC^2 + 2(AC)(BC) = (AC + BC)^2 = 21^2\cdot22^2$, $AC + BC = (21)(22) = \boxed{462}$.",462
H6-016,Find $a$ if $a$ and $b$ are integers such that $x^2 - x - 1$ is a factor of $ax^{17} + bx^{16} + 1$.,"Let $F_n$ represent the $n$th number in the Fibonacci sequence. Therefore,
\begin{align*} x^2 - x - 1 = 0&\Longrightarrow x^n = F_n(x), \ n\in N \\ &\Longrightarrow x^{n + 2} = F_{n + 1}\cdot x + F_n,\ n\in N. \end{align*}
The above uses the similarity between the Fibonacci recursion|recursive definition, $F_{n+2} - F_{n+1} - F_n = 0$, and the polynomial $x^2 - x - 1 = 0$. 
\begin{align*} 0 = ax^{17} + bx^{16} + 1 = a(F_{17}\cdot x + F_{16}) + b(F_{16}\cdot x + F_{15}) + 1 &\Longrightarrow (aF_{17} + bF_{16})\cdot x + (aF_{16} + bF_{15} + 1) = 0,\ x\not\in Q \\ &\Longrightarrow aF_{17} + bF_{16} = 0 \text{ and } aF_{16} + bF_{15} + 1 = 0 \\ &\Longrightarrow a = F_{16},\ b = - F_{17} \\ &\Longrightarrow a = \boxed{987}. \end{align*}",987
H6-017,"Let $C$ be the graph of $xy = 1$, and denote by $C^*$ the reflection of $C$ in the line $y = 2x$. Let the equation of $C^*$ be written in the form \[12x^2 + bxy + cy^2 + d = 0.\] Find the product $bc$.","Given a point $P (x,y)$ on $C$, we look to find a formula for $P' (x', y')$ on $C^*$. Both points lie on a line that is perpendicular to $y=2x$, so the slope of $\overline{PP'}$ is $\frac{-1}{2}$. Thus $\frac{y' - y}{x' - x} = \frac{-1}{2} \Longrightarrow x' + 2y' = x + 2y$. Also, the midpoint of $\overline{PP'}$, $\left(\frac{x + x'}{2}, \frac{y + y'}{2}\right)$, lies on the line $y = 2x$. Therefore $\frac{y + y'}{2} = x + x' \Longrightarrow 2x' - y' = y - 2x$.
Solving these two equations, we find $x = \frac{-3x' + 4y'}{5}$ and $y = \frac{4x' + 3y'}{5}$. Substituting these points into the equation of $C$, we get $\frac{(-3x'+4y')(4x'+3y')}{25}=1$, which when expanded becomes $12x'^2-7x'y'-12y'^2+25=0$.
Thus, $bc=(-7)(-12)=\boxed{84}$.",84
H6-018,"In an office at various times during the day, the boss gives the secretary a letter to type, each time putting the letter on top of the pile in the secretary's inbox. When there is time, the secretary takes the top letter off the pile and types it. There are nine letters to be typed during the day, and the boss delivers them in the order $1, 2, 3, 4, 5, 6, 7, 8, 9$. While leaving for lunch, the secretary tells a colleague that letter $8$ has already been typed but says nothing else about the morning's typing. The colleague wonders which of the nine letters remain to be typed after lunch and in what order they will be typed. Based on the above information, how many such after-lunch typing orders are possible? (That there are no letters left to be typed is one of the possibilities.)","Re-stating the problem for clarity, let $S$ be a set arranged in increasing order. At any time an element can be appended to the end of $S$, or the last element of $S$ can be removed. The question asks for the number of different orders in which all of the remaining elements of $S$ can be removed, given that $8$ had been removed already. 
Since $8$ had already been added to the pile, the numbers $1 \ldots 7$ had already been added at some time to the pile; $9$ might or might not have been added yet. So currently $S$ is a subset of $\{1, 2, \ldots 7\}$, possibly with $9$ at the end. Given that $S$ has $k$ elements, there are $k+1$ intervals for $9$ to be inserted, or $9$ might have already been placed, giving $k+2$ different possibilities.
Thus, the answer is $\sum_{k=0}^{7} {7 \choose k}(k+2)$ $= 1 \cdot 2 + 7 \cdot 3 + 21 \cdot 4 + 35 \cdot 5 + 35 \cdot 6 + 21 \cdot 7 + 7 \cdot 8 + 1 \cdot 9$ $= \boxed{704}$.",704
H6-019,"Let $S$ be a subset of $\{1,2,3,\ldots,1989\}$ such that no two members of $S$ differ by $4$ or $7$. What is the largest number of elements $S$ can have?","We first show that we can choose at most 5 numbers from $\{1, 2, \ldots , 11\}$ such that no two numbers have a difference of $4$ or $7$. We take the smallest number to be $1$, which rules out $5,8$. Now we can take at most one from each of the pairs: $[2,9]$, $[3,7]$, $[4,11]$, $[6,10]$. Now, $1989 = 180\cdot 11 + 9$. Because this isn't an exact multiple of $11$, we need to consider some numbers separately. 
Notice that $1969 = 180\cdot11 - 11 = 179\cdot11$ (*). Therefore we can put the last $1969$ numbers into groups of 11. Now let's examine $\{1, 2, \ldots , 20\}$. If we pick $1, 3, 4, 6, 9$ from the first $11$ numbers, then we're allowed to pick $11 + 1$, $11 + 3$, $11 + 4$, $11 + 6$, $11 + 9$. This means we get 10 members from the 20 numbers. Our answer is thus $179\cdot 5 + 10 = \boxed{905}$.
Remarks
(*) Suppose that you choose the values 1, 2, 4, 7, and 10. Because $1989 = 180 \times 11 + 9$, this is not maximized. It is only maximized if we include the last element of the final set of 11, which is 10 (this is $\text{mod}(11)$ btw). To include the final element, we have to rewrite 1989 as $179 \times 11 + 20$, which includes the final element and increases our set by 1 element.",905
H6-020,"Given a positive integer $n$, it can be shown that every complex number of the form $r+si$, where $r$ and $s$ are integers, can be uniquely expressed in the base $-n+i$ using the integers $0,1,2,\ldots,n^2$ as digits. That is, the equation $r+si=a_m(-n+i)^m+a_{m-1}(-n+i)^{m-1}+\cdots +a_1(-n+i)+a_0$ is true for a unique choice of non-negative integer $m$ and digits $a_0,a_1,\ldots,a_m$ chosen from the set $\{0,1,2,\ldots,n^2\}$, with $a_m\ne 0$. We write $r+si=(a_ma_{m-1}\ldots a_1a_0)_{-n+i}$ to denote the base $-n+i$ expansion of $r+si$. There are only finitely many integers $k+0i$ that have four-digit expansions $k=(a_3a_2a_1a_0)_{-3+i}~~$ $~~a_3\ne 0.$ Find the sum of all such $k$,","First, we find the first three powers of $-3+i$:
$(-3+i)^1=-3+i ; (-3+i)^2=8-6i ; (-3+i)^3=-18+26i$
So we solve the diophantine equation $a_1-6a_2+26a_3=0 \Longrightarrow a_1-6a_2=-26a_3$.
The minimum the left-hand side can go is -54, so $1\leq a_3 \leq 2$ since $a_3$ can't equal 0, so we try cases:
* Case 1: $a_3=2$
The only solution to that is $(a_1, a_2, a_3)=(2,9,2)$.
* Case 2: $a_3=1$
The only solution to that is $(a_1, a_2, a_3)=(4,5,1)$.
So we have four-digit integers $(292a_0)_{-3+i}$ and $(154a_0)_{-3+i}$, and we need to find the sum of all integers $k$ that can be expressed by one of those.
$(292a_0)_{-3+i}$:
We plug the first three digits into base 10 to get $30+a_0$. The sum of the integers $k$ in that form is $345$.
$(154a_0)_{-3+i}$:
We plug the first three digits into base 10 to get $10+a_0$. The sum of the integers $k$ in that form is $145$. The answer is $345+145=\boxed{490}$.",490
H6-021,"Point $P$ is inside $\triangle ABC$. Line segments $APD$, $BPE$, and $CPF$ are drawn with $D$ on $BC$, $E$ on $AC$, and $F$ on $AB$ (see the figure below). Given that $AP=6$, $BP=9$, $PD=6$, $PE=3$, and $CF=20$, find the area of $\triangle ABC$.","Let $[RST]$ be the area of polygon $RST$. We'll make use of the following fact: if $P$ is a point in the interior of triangle $XYZ$, and line $XP$ intersects line $YZ$ at point $L$, then $\dfrac{XP}{PL} = \frac{[XPY] + [ZPX]}{[YPZ]}.$
[asy] size(170); pair X = (1,2), Y = (0,0), Z = (3,0); real x = 0.4, y = 0.2, z = 1-x-y; pair P = x*X + y*Y + z*Z; pair L = y/(y+z)*Y + z/(y+z)*Z; draw(X--Y--Z--cycle); draw(X--P); draw(P--L, dotted); draw(Y--P--Z); label(""$X$"", X, N); label(""$Y$"", Y, S); label(""$Z$"", Z, S); label(""$P$"", P, NE); label(""$L$"", L, S);[/asy]
This is true because triangles $XPY$ and $YPL$ have their areas in ratio $XP:PL$ (as they share a common height from $Y$), and the same is true of triangles $ZPY$ and $LPZ$.
We'll also use the related fact that $\dfrac{[XPY]}{[ZPX]} = \dfrac{YL}{LZ}$. This is slightly more well known, as it is used in the standard proof of Ceva's theorem.
Now we'll apply these results to the problem at hand.
[asy] size(170); pair C = (1, 3), A = (0,0), B = (1.7,0); real a = 0.5, b= 0.25, c = 0.25; pair P = a*A + b*B + c*C; pair D = b/(b+c)*B + c/(b+c)*C; pair EE = c/(c+a)*C + a/(c+a)*A; pair F = a/(a+b)*A + b/(a+b)*B; draw(A--B--C--cycle); draw(A--P); draw(B--P--C); draw(P--D, dotted); draw(EE--P--F, dotted); label(""$A$"", A, S); label(""$B$"", B, S); label(""$C$"", C, N); label(""$D$"", D, NE); label(""$E$"", EE, NW); label(""$F$"", F, S); label(""$P$"", P, E); [/asy]
Since $AP = PD = 6$, this means that $[APB] + [APC] = [BPC]$; thus $\triangle BPC$ has half the area of $\triangle ABC$. And since $PE = 3 = \dfrac{1}{3}BP$, we can conclude that $\triangle APC$ has one third of the combined areas of triangle $BPC$ and $APB$, and thus $\dfrac{1}{4}$ of the area of $\triangle ABC$. This means that $\triangle APB$ is left with $\dfrac{1}{4}$ of the area of triangle $ABC$:
\[[BPC]: [APC]: [APB] = 2:1:1.\]
Since $[APC] = [APB]$, and since $\dfrac{[APC]}{[APB]} = \dfrac{CD}{DB}$, this means that $D$ is the midpoint of $BC$.
Furthermore, we know that $\dfrac{CP}{PF} = \dfrac{[APC] + [BPC]}{[APB]} = 3$, so $CP = \dfrac{3}{4} \cdot CF = 15$.
We now apply Stewart's theorem to segment $PD$ in $\triangle BPC$--or rather, the simplified version for a median. This tells us that
\[2 BD^2 + 2 PD^2 = BP^2+ CP^2.\] Plugging in we know, we learn that
\begin{align*} 2 BD^2 + 2 \cdot 36 &= 81 + 225 = 306, \\ BD^2 &= 117. \end{align*}
Happily, $BP^2 + PD^2 = 81 + 36$ is also equal to 117. Therefore $\triangle BPD$ is a right triangle with a right angle at $B$; its area is thus $\dfrac{1}{2} \cdot 9 \cdot 6 = 27$. As $PD$ is a median of $\triangle BPC$, the area of $BPC$ is twice this, or 54. And we already know that $\triangle BPC$ has half the area of $\triangle ABC$, which must therefore be $\boxed{108}$.",108
H6-022,"Let $T = \{9^k : k ~ \mbox{is an integer}, 0 \le k \le 4000\}$. Given that $9^{4000}_{}$ has 3817 digits and that its first (leftmost) digit is 9, how many elements of $T_{}^{}$ have 9 as their leftmost digit?","<b>Lemma</b>: For all positive integers n, there's exactly one n-digit power of 9 that does not have a left-most digit 9
<i>(Not-so-rigorous) Proof: One can prove by contradiction that there must be at least either one or two n-digit power of 9 for all n.</i>
If there is exactly 1 n-digit power of 9, then such a number $m$ cannot begin with 9 since that would result in $\frac{m}{9}$ also being an n-digits, hence a contradiction. Therefore, this single n-digit power of 9 must not begin with 9. In the case that there are 2 n-digit powers of 9, we have already discovered that one of them must begin with 9, let it be $9^k = m$. The integer $9^{k - 1} = \frac{m}{9}$ must then be an n-digit number that begins with $1$. <i></i>
Using this lemma, out of the 4001 powers of 9 in T, exactly 3816 must not begin with 9 (one for each digit). Therefore, the answer is $4000 - 3816 = \boxed{184}$ numbers have 9 as their leftmost digits.",184
H6-023,"The rectangle $ABCD^{}_{}$ below has dimensions $AB^{}_{} = 12 \sqrt{3}$ and $BC^{}_{} = 13 \sqrt{3}$. Diagonals $\overline{AC}$ and $\overline{BD}$ intersect at $P^{}_{}$. If triangle $ABP^{}_{}$ is cut out and removed, edges $\overline{AP}$ and $\overline{BP}$ are joined, and the figure is then creased along segments $\overline{CP}$ and $\overline{DP}$, we obtain a triangular pyramid, all four of whose faces are isosceles triangles. Find the volume of this pyramid. [asy] pair D=origin, A=(13,0), B=(13,12), C=(0,12), P=(6.5, 6); draw(B--C--P--D--C^^D--A); filldraw(A--P--B--cycle, gray, black); label(""$A$"", A, SE); label(""$B$"", B, NE); label(""$C$"", C, NW); label(""$D$"", D, SW); label(""$P$"", P, N); label(""$13\sqrt{3}$"", A--D, S); label(""$12\sqrt{3}$"", A--B, E);[/asy]","[asy] import three; pointpen = black; pathpen = black+linewidth(0.7); pen small = fontsize(9); currentprojection = perspective(20,-20,12); triple O=(0,0,0); triple A=(0, 399^(0.5), 0); triple D=(108^(0.5), 0, 0); triple C=(-108^(0.5), 0, 0); triple Pa; pair Ci=circumcenter((A.x,A.y),(C.x,C.y),(D.x,D.y)); triple P=(Ci.x, Ci.y, (99/133)^.5); Pa=(P.x,P.y,0); draw(P--Pa--A); draw(C--Pa--D); draw((C+D)/2--A--C--D--P--C--P--A--D); label(""A"", A, NE); label(""P"", P, N); label(""C"", C); label(""D"", D, S); label(""$13\sqrt{3}$"", (A+D)/2, E, small); label(""$13\sqrt{3}$"", (A+C)/2, N, small); label(""$12\sqrt{3}$"", (C+D)/2, SW, small); [/asy]
Our triangular pyramid has base $12\sqrt{3} - 13\sqrt{3} - 13\sqrt{3} \triangle$. The area of this isosceles triangle is easy to find by $[ACD] = \frac{1}{2}bh$, where we can find $h_{ACD}$ to be $\sqrt{399}$ by the Pythagorean Theorem. Thus $A = \frac 12(12\sqrt{3})\sqrt{399} = 18\sqrt{133}$.
[asy] size(280); import three; pointpen = black; pathpen = black+linewidth(0.7); pen small = fontsize(9); real h=169/2*(3/133)^.5; currentprojection = perspective(20,-20,12); triple O=(0,0,0); triple A=(0,399^.5,0); triple D=(108^.5,0,0); triple C=(-108^.5,0,0); pair Ci=circumcenter((A.x,A.y),(C.x,C.y),(D.x,D.y)); triple P=(Ci.x, Ci.y, 99/133^.5); triple Pa=(P.x,P.y,0); draw(A--C--D--P--C--P--A--D); draw(P--Pa--A); draw(C--Pa--D); draw(circle(Pa, h)); label(""A"", A, NE); label(""C"", C, NW); label(""D"", D, S); label(""P"",P , N); label(""P$'$"", Pa, SW); label(""$13\sqrt{3}$"", (A+D)/2, E, small); label(""$13\sqrt{3}$"", (A+C)/2, NW, small); label(""$12\sqrt{3}$"", (C+D)/2, SW, small); label(""h"", (P + Pa)/2, W); label(""$\frac{\sqrt{939}}{2}$"", (C+P)/2 ,NW); [/asy] 
To find the volume, we want to use the equation $\frac 13Bh = 6\sqrt{133}h$, so we need to find the height of the tetrahedron. By the Pythagorean Theorem, $AP = CP = DP = \frac{\sqrt{939}}{2}$. If we let $P$ be the center of a sphere with radius $\frac{\sqrt{939}}{2}$, then $A,C,D$ lie on the sphere. The cross section of the sphere that contains $A,C,D$ is a circle, and the center of that circle is the foot of the perpendicular from the center of the sphere. Hence the foot of the height we want to find occurs at the circumcenter of $\triangle ACD$. 
From here we just need to perform some brutish calculations. Using the formula $A = 18\sqrt{133} = \frac{abc}{4R}$ (where $R$ is the circumradius), we find $R = \frac{12\sqrt{3} \cdot (13\sqrt{3})^2}{4\cdot 18\sqrt{133}} = \frac{13^2\sqrt{3}}{2\sqrt{133}}$ (there are slightly simpler ways to calculate $R$ since we have an isosceles triangle). By the Pythagorean Theorem, 
\begin{align*}h^2 &= PA^2 - R^2 \\ &= \left(\frac{\sqrt{939}}{2}\right)^2 - \left(\frac{13^2\sqrt{3}}{2\sqrt{133}}\right)^2\\ &= \frac{939 \cdot 133 - 13^4 \cdot 3}{4 \cdot 133} = \frac{13068 \cdot 3}{4 \cdot 133} = \frac{99^2}{133}\\ h &= \frac{99}{\sqrt{133}} \end{align*}
Finally, we substitute $h$ into the volume equation to find $V = 6\sqrt{133}\left(\frac{99}{\sqrt{133}}\right) = \boxed{594}$.",594
